proposed_horizon,category,description,mention_count,github_refs,status,status_notes,type,size,source_rows
later-12mo,Data-Management,Assign it the night before who will be doing it (Demo),1,,untracked,No matching GitHub issues or PRs found,documentation,XS,198
later-12mo,Data-Management,Needs to be put in a boxe,1,,untracked,No matching GitHub issues or PRs found,documentation,XS,199
later-12mo,Data-Management,Wipe them,1,,untracked,No matching GitHub issues or PRs found,documentation,XS,202
later-12mo,Data-Management,Rename the files (Anna),1,,untracked,No matching GitHub issues or PRs found,documentation,XS,204
later-12mo,Data-Management,Sample the files (Anna),1,,untracked,No matching GitHub issues or PRs found,documentation,XS,205
later-12mo,Data-Management,10 minutes intervals (Sampling),1,,untracked,No matching GitHub issues or PRs found,documentation,XS,206
later-12mo,Data-Management,Charge batteries,1,,untracked,No matching GitHub issues or PRs found,documentation,XS,209
later-12mo,Data-Management,Filtering bad data (too small too blurry),1,,untracked,No matching GitHub issues or PRs found,improvement,M,275
later-12mo,Data-Management,Tracking of individuals (deduplication),1,,untracked,No matching GitHub issues or PRs found,feature,L,276
later-12mo,Data-Management,Copying projects,1,,untracked,No matching GitHub issues or PRs found,feature,M,433
later-12mo,Data-Management,Use hierarchical folders for organizing cropped images by taxonomic order and family,1,,untracked,No matching GitHub issues or PRs found,feature,M,580
later-12mo,Data-Management,Add more fields for detailed hardware information,1,,untracked,No matching GitHub issues or PRs found,feature,S,585
later-12mo,Export/Interop,Implement querying images for inference from ADC API and POSTing results back,1,,untracked,No matching GitHub items found,feature,L,16
later-12mo,Export/Interop,Implement connection to GBIF (MVP feature),1,#508(OPEN),tracked,Tracked in #508,feature,M,18
later-12mo,Export/Interop,Which deployments which data are published to GBIF,1,#508(OPEN),tracked,Tracked in #508,feature,M,97
later-12mo,Export/Interop,Suggests Zenodo for dataset publishing,1,,untracked,No matching GitHub items found,feature,S,550
later-12mo,Export/Interop,Integrate or share data between software and ARISE,1,,untracked,No matching GitHub items found,feature,L,553
later-12mo,Export/Interop,Publishing Zenodo DOI,1,#508(OPEN),tracked,Tracked in #508,feature,M,681
later-12mo,Export/Interop,Button to publish a single observation to iNaturalist?,1,,untracked,No matching GitHub items found,feature,S,694
later-12mo,Export/Interop,Create a user for each model on iNaturalist?,1,,untracked,No matching GitHub items found,feature,M,695
later-12mo,Infrastructure,Implement Optimizations for speed (MVP feature),1,,untracked,No matching GitHub issues or PRs found,improvement,L,15
later-12mo,Infrastructure,Use modularity to help divide ownership,1,,untracked,No matching GitHub issues or PRs found,design,M,36
later-12mo,Infrastructure,Ensure platform interoperability trap agnostic and modular design,1,,untracked,No matching GitHub issues or PRs found,design,L,38
later-12mo,Infrastructure,Use JASMIN for storage,1,,untracked,No matching GitHub issues or PRs found,feature,M,82
later-12mo,Infrastructure,Help with processing of samples (since the feature is not stable enough yet),1,,untracked,No matching GitHub issues or PRs found,improvement,M,132
later-12mo,Infrastructure,Focus on hardening (stability fixes speed) Processing fixing gaps in workflow,1,,untracked,No matching GitHub issues or PRs found,improvement,L,156
later-12mo,Infrastructure,Upgrade Node.js?,1,,untracked,No matching GitHub issues or PRs found,improvement,S,327
later-12mo,Infrastructure,Split up backend modules,1,,untracked,No matching GitHub issues or PRs found,improvement,L,328
later-12mo,Infrastructure,Everything related to the infrastructure (accounted for),1,,untracked,No matching GitHub issues or PRs found,improvement,XL,379
later-12mo,Infrastructure,Processing speed & stability (switch to producer/consumer model),1,,untracked,No matching GitHub issues or PRs found,improvement,XL,390
later-12mo,Infrastructure,Capturing data (sending direct to antenna),1,,untracked,No matching GitHub issues or PRs found,feature,L,407
later-12mo,Infrastructure,Antenna (self-hosted version),1,,untracked,No matching GitHub issues or PRs found,feature,L,487
later-12mo,Infrastructure,Move to managed hosting (if centralized system is desired),1,,untracked,No matching GitHub issues or PRs found,feature,XL,519
later-12mo,Infrastructure,Standardizing the model APIs,1,,untracked,No matching GitHub issues or PRs found,improvement,M,522
later-12mo,Infrastructure,Support for per-bucket permissions for S3/Swift keys,1,,untracked,No matching GitHub issues or PRs found,feature,M,623
later-12mo,Infrastructure,Allow more CEPHFS shares,1,,untracked,No matching GitHub issues or PRs found,feature,S,640
later-12mo,Infrastructure,Transition to automated and centralized instance management,1,,untracked,No matching GitHub issues or PRs found,improvement,XL,654
later-12mo,Infrastructure,Explore Kubernetes if limited by Docker Swarm,1,,untracked,No matching GitHub issues or PRs found,research,XL,657
later-12mo,Infrastructure,Switch background tasks from long running to many short,1,,untracked,No matching GitHub issues or PRs found,improvement,M,710
later-12mo,Infrastructure,Email sending,1,,untracked,No matching GitHub issues or PRs found,feature,M,760
later-12mo,Infrastructure,Processing stabilization,1,,untracked,No matching GitHub issues or PRs found,improvement,L,842
later-12mo,Onboarding,Register existing projects and process 2 years of data (Next 6 months),1,,untracked,No matching GitHub issues or PRs found,feature,XL,72
later-12mo,Onboarding,Full support for current research projects before self-service for public,1,,untracked,No matching GitHub issues or PRs found,feature,XL,151
later-12mo,Onboarding,Self-service ready? (Out of BETA officially),1,,untracked,No matching GitHub issues or PRs found,feature,XL,167
later-12mo,Permissions/Auth,Implement multi-level (Curator expert etc.) point-based validation/curation (eButterfly model),1,,untracked,No matching GitHub items found,feature,L,41
later-12mo,Permissions/Auth,Obfuscating exact device location (Sensitive/Fuzzy privacy),1,,untracked,No matching GitHub items found,feature,M,43
later-12mo,Permissions/Auth,"Implement fine-grained Job Permissions based on job types (e.g., ML, export, sync)",1,,untracked,No matching GitHub items found,feature,M,313
later-12mo,Permissions/Auth,Orgs & Per-project permissions (Mohamed's work),1,,untracked,No matching GitHub items found,feature,L,497
later-12mo,Permissions/Auth,Allow users to invite categories,1,,untracked,No matching GitHub items found,feature,S,530
later-12mo,Permissions/Auth,Support for application tokens that are not tied to a specific user,1,,untracked,No matching GitHub items found,feature,M,624
later-12mo,Research,Few-shot learning for adding species,1,#767(OPEN); PR#911(CLOSED); #290(CLOSED),tracked,Related work in progress,research,XL,184
later-12mo,Research,Geofencing,1,PR#962(MERGED); #469(OPEN); #517(CLOSED),partial,Supporting infrastructure in place (1 related PRs merged),research,M,187
later-12mo,Research,Labeling behavior poses and other attributes,1,PR#691(MERGED),partial,Supporting infrastructure in place (1 related PRs merged),research,L,189
later-12mo,Research,Explainable AI - What features did you use to ID this species? Teaching the user.,1,PR#1050(OPEN); PR#821(MERGED); PR#818(MERGED); PR#807(MERGED); PR#670(MERGED); #875(OPEN); PR#845(OPEN); PR#816(OPEN); PR#707(OPEN); #804(CLOSED),partial,Supporting infrastructure in place (4 related PRs merged),research,XL,190
later-12mo,Research,Image classifier from infrared or hyper-spectral images,1,#952(OPEN); #857(OPEN); PR#815(MERGED); PR#837(MERGED); PR#821(MERGED); PR#818(MERGED); PR#814(MERGED); PR#807(MERGED); PR#798(MERGED); PR#762(MERGED),tracked,In progress: PR/issue #952,research,XL,191
later-12mo,Research,Fast object detector edge deployments,1,#1093(OPEN); #992(OPEN); PR#815(MERGED); PR#837(MERGED); PR#818(MERGED); PR#656(MERGED); PR#602(MERGED); PR#596(MERGED); PR#285(MERGED); PR#115(MERGED),partial,"Core feature implemented, enhancements in progress",research,L,192
later-12mo,Research,Do we really need a species level classifier? For which species? For which purposes?,1,#952(OPEN); #857(OPEN); PR#815(MERGED); PR#837(MERGED); PR#821(MERGED); PR#818(MERGED); PR#814(MERGED); PR#807(MERGED); PR#798(MERGED); PR#762(MERGED),partial,Supporting infrastructure in place (15 related PRs merged),research,M,283
later-12mo,Research,Plan to review data only at end of deployment,1,#307(OPEN),tracked,Related work in progress,research,XS,551
later-12mo,Research,Importance of long-term data for ecological and taxonomic research,1,#916(OPEN); PR#1091(MERGED); PR#1077(MERGED); PR#550(MERGED); PR#247(MERGED); PR#203(MERGED); #1015(OPEN); #298(OPEN); #985(CLOSED); PR#984(CLOSED),partial,Supporting infrastructure in place (5 related PRs merged),research,XL,621
later-12mo,Taxonomy,Taxonomy API & shared database,1,,untracked,No matching GitHub items found,feature,L,85
later-12mo,Taxonomy,Integrate support for barcode bin numbers for species without traditional names,1,,untracked,No matching GitHub items found,feature,M,529
later-12mo,UI/UX,Add multilingual localization support,1,,untracked,No matching GitHub issues or PRs found,feature,L,103
later-12mo,UI/UX,Labs page - Inference app and butterfly experiment,1,,untracked,No matching GitHub issues or PRs found,feature,L,626
someday,Analytics/Viz,Change 'Captures per hour' to 'Average captures per hour per night',1,,untracked,No matching GitHub issues or PRs found,improvement,S,233
someday,Analytics/Viz,Change 'Detections per hour' to 'Detections per hour per night on average',1,,untracked,No matching GitHub issues or PRs found,improvement,S,235
someday,Analytics/Viz,Summary metrics - species richness. The accuracy of the species richness is 90% even when the classification accuracy is 60%.,1,,untracked,No matching GitHub issues or PRs found,research,M,267
someday,Analytics/Viz,Bug: Counts per deployment,1,,untracked,No matching GitHub issues or PRs found,bug,S,429
someday,Analytics/Viz,Summary shows capture/hr and sessions/month - suggest other relevant data,1,,untracked,No matching GitHub issues or PRs found,improvement,S,779
someday,Community,Get contribution agreements in writing,1,,untracked,No matching GitHub items found,documentation,M,34
someday,Community,Define how credit will be given,1,,untracked,No matching GitHub items found,documentation,S,35
someday,Community,Decide on the platform name,1,,untracked,No matching GitHub items found,design,XS,37
someday,Community,Online platform for ML-assisted monitoring of arthropods (Agile software pipeline new algorithms/research friendly/efficient UI),1,,untracked,No matching GitHub items found,documentation,XL,47
someday,Community,Implement sustainable business/partner model,1,,untracked,No matching GitHub items found,research,XL,48
someday,Community,Functionality needs for specific projects (General Topic),1,,untracked,No matching GitHub items found,research,M,79
someday,Community,Assign and train a person at each partner org (Insectarium),1,,untracked,No matching GitHub items found,documentation,M,80
someday,Community,Assigning someone from Antenna to be the main contact for each project,1,,untracked,No matching GitHub items found,improvement,XS,137
someday,Community,Enforcing the use of the antenna email and add relevant people as recipients,1,,untracked,No matching GitHub items found,improvement,XS,138
someday,Community,Regular call for all partners using Antenna,1,,untracked,No matching GitHub items found,improvement,S,140
someday,Community,Sending out a form to be filled out before each meeting,1,,untracked,No matching GitHub items found,improvement,S,141
someday,Community,Find project & partner manager for Antenna,1,,untracked,No matching GitHub items found,research,L,142
someday,Community,Training others to respond to partners,1,,untracked,No matching GitHub items found,documentation,M,144
someday,Community,Find intern and train on basic tasks,1,,untracked,No matching GitHub items found,research,M,145
someday,Community,Training sessions for our own staff,1,,untracked,No matching GitHub items found,documentation,M,146
someday,Community,Sustainability leadership and financial model,1,,untracked,No matching GitHub items found,research,XL,154
someday,Community,Getting anxious for something to be working & finished soon,1,,untracked,No matching GitHub items found,documentation,XS,284
someday,Community,Formalize Strategic Direction: Hosted Platform vs. Enterprise Portals vs. Open Source Only,1,,untracked,No matching GitHub items found,research,M,366
someday,Community,Formally select Option A (Client Portals) as the Q1 Strategic Alignment goal (based on lean team),1,,untracked,No matching GitHub items found,research,S,367
someday,Community,Create a user matrix and a feature matrix (for Jan 27th meeting),1,,untracked,No matching GitHub items found,research,S,369
someday,Community,Define Milestones for 2026 (What do we want by April/July?),1,,untracked,No matching GitHub items found,research,M,370
someday,Community,Keep track of email correspondence with current and new contacts,1,,untracked,No matching GitHub items found,improvement,XS,371
someday,Community,Planning for meetings (accounted for),1,,untracked,No matching GitHub items found,improvement,XS,380
someday,Community,A side goal of the platform is to increase engagement in the observation of insects.,1,,untracked,No matching GitHub items found,research,XS,475
someday,Community,Enable & expedite new formal research.,1,,untracked,No matching GitHub items found,research,XS,476
someday,Community,Monetization strategy/pricing (to put into grants),1,,untracked,No matching GitHub items found,research,M,520
someday,Community,Continue to foster platform's openness and potential for collaboration,1,,untracked,No matching GitHub items found,improvement,XS,532
someday,Community,Need for continuous funding to maintain and expand monitoring projects,1,,untracked,No matching GitHub items found,research,XL,584
someday,Community,Mandatory Decision: Direction of platform (Client portals vs Central platform),1,,untracked,No matching GitHub items found,research,XL,639
someday,Community,Platform Vision/Strategy (defining goals & milestones for 2026),1,,untracked,No matching GitHub items found,research,XL,797
someday,Community,Which features before April 2026?,1,,untracked,No matching GitHub items found,research,M,816
someday,Community,Which need to be self service from a centrally hosted platform?,1,,untracked,No matching GitHub items found,research,M,817
someday,Community,Which need a planning & prototype sprint,1,,untracked,No matching GitHub items found,research,M,818
someday,Community,Which features are MVP vs production-ready?,1,,untracked,No matching GitHub items found,research,M,819
someday,Community,Which features need to be self-service vs admin-only?,1,,untracked,No matching GitHub items found,research,M,820
someday,Community,Are we trying to make an app for everyone? Supporting 2-3 partners?,1,,untracked,No matching GitHub items found,research,M,821
someday,Community,Simplicity vs. feature richness,1,,untracked,No matching GitHub items found,research,M,822
someday,Community,Which partner types? Which partner types need self-service?,1,,untracked,No matching GitHub items found,research,M,823
someday,Community,NRCAN (government/landscape scale) - custom deployment with support?,1,,untracked,No matching GitHub items found,research,M,824
someday,Community,Mothitor project/Maxim's projects (research labs) - self-service priority,1,,untracked,No matching GitHub items found,research,M,825
someday,Community,Which features empower & accelerate teams in what they already do?,1,,untracked,No matching GitHub items found,research,M,828
someday,Community,Project manager,1,,untracked,No matching GitHub items found,research,XL,864
someday,Data-Management,Implement same data process for acoustic recordings,1,,untracked,No matching GitHub issues or PRs found,research,XL,21
someday,Data-Management,Use iNaturalist (for validation/privacy) and Creative Commons as benchmarks,1,PR#643(MERGED); #400(CLOSED),untracked,Only weak/related matches found,research,S,40
someday,DevEx,Continuing to make tickets in ami-admin repo and track ongoing projects,1,,untracked,No matching GitHub issues or PRs found,improvement,XS,139
someday,DevEx,Ability to demo models & techniques more easily (without setting up a research project) - Focus on internal use,1,,untracked,No matching GitHub issues or PRs found,feature,M,391
someday,DevEx,Merge PRs - project ID filter,1,,untracked,No matching GitHub issues or PRs found,improvement,XS,424
someday,DevEx,Automating the current interface (prototype),1,,untracked,No matching GitHub issues or PRs found,feature,L,492
someday,DevEx,Python & R clients to interact with data already in Antenna,1,,untracked,No matching GitHub issues or PRs found,feature,L,630
someday,DevEx,Switch to a JS framework in 2026,1,,untracked,No matching GitHub issues or PRs found,improvement,XL,636
someday,DevEx,Split up backend modules,1,,untracked,No matching GitHub issues or PRs found,improvement,M,759
someday,DevEx,Complete migration of UI components from raw Radix primitives to shadcn/ui,1,,untracked,No matching GitHub issues or PRs found,improvement,L,762
someday,DevEx,Complete migration from style modules to Tailwind CSS,1,,untracked,No matching GitHub issues or PRs found,improvement,L,764
someday,DevEx,Move UI kit back to Antenna repo,1,,untracked,No matching GitHub issues or PRs found,improvement,S,765
someday,DevEx,Migrate to React 19,1,,untracked,No matching GitHub issues or PRs found,improvement,M,766
someday,DevEx,Migrate to Next.js (simplify routing and code splitting),1,,untracked,No matching GitHub issues or PRs found,improvement,XL,768
someday,DevEx,Represent Antenna UI in Figma (for high fidelity prototyping),1,,untracked,No matching GitHub issues or PRs found,improvement,M,770
someday,DevEx,Upgrade Node.js,1,,untracked,No matching GitHub issues or PRs found,improvement,S,771
someday,DevEx,ML Developer & researcher experience for improving ML,1,,untracked,No matching GitHub issues or PRs found,feature,L,837
someday,Documentation,Michael to assist with technical description of methods for new paper,1,,untracked,No matching GitHub items found,documentation,M,264
someday,Documentation,Updated diagrams for presentations in October,1,,untracked,No matching GitHub items found,documentation,M,382
someday,Documentation,Mind map of what's to come after this,1,,untracked,No matching GitHub items found,documentation,S,420
someday,Documentation,Difficulty with command-line interfaces and IT restrictions,1,,untracked,No matching GitHub items found,research,M,615
someday,Documentation,Document full vision of complete AMI solution at scale,1,,untracked,No matching GitHub items found,documentation,L,827
someday,Export/Interop,Plan for an R package to interface the API for plots stats etc.,1,,untracked,No matching GitHub items found,feature,XL,17
someday,Export/Interop,Michael to assist with data exports for new paper,1,,untracked,No matching GitHub items found,improvement,M,262
someday,Infrastructure,Need consumer service to scale up (Suggested: Rodrigo),1,,untracked,No matching GitHub issues or PRs found,research,XL,42
someday,Infrastructure,Investigate/Implement containerisation for massively parallel (10000 core+) image processing,1,,untracked,No matching GitHub issues or PRs found,research,XL,46
someday,Infrastructure,h265 encoding with regional resolution,1,,untracked,No matching GitHub issues or PRs found,research,M,717
someday,ML/AI,"Size estimator with annotations (from normal photos, verified in Bold, iNat)",2,,untracked,,feature,L,"231, 458"
someday,ML/AI,Model suggestions for impossible-to-ID species (confusion matrix) and handling of cryptic species split geographically,1,,untracked,,research,L,61
someday,ML/AI,Distinguish between no more fine-grained labels available and need for more information to label prediction limitations,1,,untracked,,feature,M,62
someday,ML/AI,Implement Better algorithms (MVP feature),1,,untracked,,feature,L,74
someday,ML/AI,ML backend (General Topic),1,#445(CLOSED),untracked,,improvement,XL,77
someday,ML/AI,Improving quality of results - and what gets an ID at all,1,,untracked,,improvement,L,161
someday,ML/AI,How can we get to research grade automatically? For the ones we can,1,,untracked,,research,L,177
someday,ML/AI,LORA adapter that is trained on a small amount of data and appended at inference time for improving results,1,,untracked,,research,L,244
someday,ML/AI,Model zoo for insects,1,#804(CLOSED),untracked,,feature,L,269
someday,ML/AI,Is Antenna a model zoo? Or just an index of what registered & available,1,,untracked,,design,S,270
someday,ML/AI,"Working on the ""secret sauce"" methods to improve results for insects - external stats",1,,untracked,,research,L,273
someday,ML/AI,Priors and adding statistical models (Logistic binning Shannon entropy),1,,untracked,,research,L,274
someday,ML/AI,"Identify ""Tricky"" species (cannot identify the species with visual information only)",1,,untracked,,feature,M,396
someday,ML/AI,Multiple objects in one bounding box,1,,untracked,,feature,M,404
someday,ML/AI,Demo Flatbug,1,,untracked,,research,S,408
someday,ML/AI,Demo other segmentation algorithms,1,,untracked,,research,S,409
someday,ML/AI,Transparency: How many images and what images was the model trained on?,1,,untracked,,feature,M,413
someday,ML/AI,Transparency: We don't know about this species,1,,untracked,,feature,S,414
someday,ML/AI,Transparency: What are the stupid errors,1,,untracked,,feature,S,415
someday,ML/AI,Somehow display which species the model is better or worse at,1,,untracked,,feature,M,435
someday,ML/AI,Re-training panama model with fewer,1,,untracked,,improvement,M,437
someday,ML/AI,"How to do process efficiently in batch (similarity model, etc)",1,,untracked,,research,L,472
someday,ML/AI,"Other invertebrates - other nocturnals, and day-time polinators",1,,untracked,,feature,XL,482
someday,ML/AI,Dataset transparency (show training data species/images for each model),1,,untracked,,feature,M,507
someday,ML/AI,Build a retraining workflow (use verified data to improve model),1,,untracked,,feature,L,508
someday,ML/AI,"All arthropods model (global insects, spiders, etc)",1,,untracked,,feature,XL,512
someday,ML/AI,Continue to maintain and enhance the integration of multiple algorithms for species identification,1,,untracked,,improvement,M,586
someday,ML/AI,Allow ability to resume job where it failed,1,#874(CLOSED); PR#233(CLOSED),untracked,,feature,M,619
someday,ML/AI,Test semi-automated training (active learning) of models,1,,untracked,,research,XL,659
someday,Onboarding,"Transition public ""Sign-Up"" buttons to ""Contact Us""",1,,untracked,No matching GitHub issues or PRs found,improvement,XS,368
someday,Research,Estimation of physical size. Biomass.,1,,untracked,,research,L,185
someday,Research,How can we confidently scale these systems beyond what humans can do?,1,,untracked,,research,XL,268
someday,Research,Experimenting with fine-grained classification,1,#857(OPEN); PR#815(MERGED); PR#821(MERGED); PR#807(MERGED); PR#741(MERGED); PR#613(MERGED); PR#574(MERGED); PR#241(MERGED); #628(CLOSED); #621(CLOSED),partial,"Core feature implemented, enhancements in progress",research,L,271
someday,Research,Common challenges - two lists of classes: species that exist and species that you can identify visually from a top-down image.,1,,untracked,,research,M,272
someday,Research,Is this any more efficient than traditional monitoring,1,PR#352(CLOSED),untracked,,research,M,282
someday,Research,Building a dataset of moth size information,1,,untracked,,research,XL,401
someday,Research,"Ask Chris for list of any, all categories of interest",1,,untracked,,research,XS,439
someday,Research,"Analyze morphological traits and temporal patterns, using the data we have",1,,untracked,,research,L,461
someday,Research,What can we do with the data we have?,1,,untracked,,research,M,462
someday,Research,Comparison with traditional monitoring data (BCI),1,,untracked,,research,L,464
someday,Research,Clearly define the issues we see,1,,untracked,,research,S,466
someday,Research,Propose projects to work on new methods,1,,untracked,,research,M,467
someday,Research,Concern about handling incorrect timestamps from faulty real-time clocks,1,,untracked,,research,S,545
someday,Research,Skeptical about speed and accuracy of integrating DNA barcoding data,1,,untracked,,research,XS,574
someday,Taxonomy,Ask Chris for list of any all categories of interest,1,,untracked,No matching GitHub items found,documentation,XS,211
someday,Taxonomy,How much freedom do we give projects & users for Taxonomy,1,,untracked,No matching GitHub items found,research,S,847
someday,UI/UX,Implement date filtering,1,,untracked,No matching GitHub issues or PRs found,feature,S,7
someday,UI/UX,Display projects user is part of/manager of in My Antenna,1,,untracked,No matching GitHub issues or PRs found,feature,S,28
someday,UI/UX,Display user's focused species in My Antenna,1,,untracked,No matching GitHub issues or PRs found,feature,S,29
someday,UI/UX,Not identifiable based on current image quick action,1,,untracked,No matching GitHub issues or PRs found,feature,S,50
someday,UI/UX,Never identifiable based on image quick action,1,,untracked,No matching GitHub issues or PRs found,feature,S,51
someday,UI/UX,I personally can not ID this quick action,1,,untracked,No matching GitHub issues or PRs found,feature,S,52
someday,UI/UX,Incorrect (based on my knowledge) quick reaction,1,,untracked,No matching GitHub issues or PRs found,feature,S,53
someday,UI/UX,Family/genus/tribe correct quick reaction,1,,untracked,No matching GitHub issues or PRs found,feature,S,54
someday,UI/UX,Provide a list of species to choose from for validation/annotation,1,,untracked,No matching GitHub issues or PRs found,feature,S,56
someday,UI/UX,Provide a mechanism for regional experts to flag instances for further investigation,1,,untracked,No matching GitHub issues or PRs found,feature,S,60
someday,UI/UX,Quick flagging,1,,untracked,No matching GitHub issues or PRs found,feature,S,106
someday,UI/UX,Show Num Captures column under deployments.,1,,untracked,No matching GitHub issues or PRs found,feature,XS,115
someday,UI/UX,Represent Antenna UI in Figma (for high fidelity prototyping),1,,untracked,No matching GitHub issues or PRs found,design,L,357
someday,UI/UX,Don't show Not a Moth by default (need project setting for these special Taxon),1,,untracked,No matching GitHub issues or PRs found,improvement,S,416
someday,UI/UX,Bug: Cluster cover images are not automatically set,1,,untracked,No matching GitHub issues or PRs found,bug,S,427
someday,UI/UX,Should always be encouraging and pleasurable to use.,1,,untracked,No matching GitHub issues or PRs found,improvement,XS,478
someday,UI/UX,"Clear distinction for ""3rd party"" vs. certified models (Antenna logo!)",1,,untracked,No matching GitHub issues or PRs found,feature,S,496
someday,UI/UX,Citizen science page with a downloadable button,1,,untracked,No matching GitHub issues or PRs found,feature,S,499
someday,UI/UX,Clarify indication for unprocessed collections,1,,untracked,No matching GitHub issues or PRs found,improvement,S,536
someday,UI/UX,Connect comments box,1,,untracked,No matching GitHub issues or PRs found,bug,S,537
someday,UI/UX,Clarify saving changes (automatic vs. manual),1,,untracked,No matching GitHub issues or PRs found,improvement,S,552
someday,UI/UX,Back button should retain selected filters,1,,untracked,No matching GitHub issues or PRs found,bug,XS,581
someday,UI/UX,Make filters more visible for intuitive understanding,1,,untracked,No matching GitHub issues or PRs found,improvement,S,582
someday,UI/UX,Make thumbnails clickable,1,,untracked,No matching GitHub issues or PRs found,feature,XS,593
someday,UI/UX,Auto-refresh image after single image job completion,1,,untracked,No matching GitHub issues or PRs found,feature,S,598
someday,UI/UX,Continue to maintain the ability to see detailed information about captured images,1,,untracked,No matching GitHub issues or PRs found,improvement,S,609
someday,UI/UX,Continue to maintain the clean interface of the software,1,,untracked,No matching GitHub issues or PRs found,improvement,S,611
someday,UI/UX,Continue to maintain the intuitive navigation and user-friendly interface,1,,untracked,No matching GitHub issues or PRs found,improvement,S,612
someday,UI/UX,Make some interface elements like the filter bar fixed,1,,untracked,No matching GitHub issues or PRs found,feature,S,613
someday,UI/UX,Expose deployment drop-down when registering a new job,1,,untracked,No matching GitHub issues or PRs found,feature,XS,618
someday,UI/UX,Auto-open status modal when single job is started,1,,untracked,No matching GitHub issues or PRs found,feature,XS,620
someday,UI/UX,Discussion Collections terminology,1,,untracked,No matching GitHub issues or PRs found,design,S,697
someday,UI/UX,More prototypes,1,,untracked,No matching GitHub issues or PRs found,design,M,702
someday,UI/UX,Getting user personas and user stories on paper,1,,untracked,No matching GitHub issues or PRs found,design,M,703
someday,UI/UX,Need tooltips? Walkthrough dialogs?,1,,untracked,No matching GitHub issues or PRs found,feature,S,704
someday,UI/UX,Filters vs project settings,1,,untracked,No matching GitHub issues or PRs found,design,S,705
someday,UI/UX,Idea on how to disable filters,1,,untracked,No matching GitHub issues or PRs found,feature,S,706
someday,UI/UX,Ability to delete a site/pipeline/or device type,1,,untracked,No matching GitHub issues or PRs found,feature,S,731
someday,UI/UX,Search project option on the main page,1,,untracked,No matching GitHub issues or PRs found,feature,S,732
someday,UI/UX,Register new project button hard to find,1,,untracked,No matching GitHub issues or PRs found,improvement,XS,733
someday,UI/UX,Transition Sign-Up buttons to Contact Us (Strategic),1,,untracked,No matching GitHub issues or PRs found,improvement,XS,734
someday,UI/UX,Software incorrectly ID'd moss/bark as moth species with no way to report,1,,untracked,No matching GitHub issues or PRs found,feature,S,776
someday,UI/UX,Pipeline tag isn't really clear,1,,untracked,No matching GitHub issues or PRs found,improvement,XS,777
someday,UI/UX,Image illustrating projects should be scaled to the size of rectangular window,1,,untracked,No matching GitHub issues or PRs found,bug,XS,780
someday,UI/UX,Regex null bug (UI gap),1,,untracked,No matching GitHub issues or PRs found,bug,XS,793
someday,UI/UX,Regex null bug,1,,untracked,No matching GitHub issues or PRs found,bug,XS,859
--- COMPLETED (CAPABILITY INVENTORY) ---,,,,,,,,,
done,Analytics/Viz,Antenna features to 'Generate compound flight chart per taxa list',2,PR#580(MERGED),completed,Completed in #580,feature,M,"260, 261"
done,Analytics/Viz,Top species chart to overview page,1,PR#580(MERGED),completed,Completed in #580: Add top species chart to overview page,feature,S,120
done,Analytics/Viz,Flight charts for taxa & taxa lists,1,PR#580(MERGED),completed,Completed in #580,feature,M,124
done,Analytics/Viz,Add same charts (Average captures/detections per hour per night) but filtered by one specific species,1,PR#189(MERGED),completed,Completed in #189,feature,M,236
done,Analytics/Viz,Add multiple lines to compare multiple species (compare flight times) on charts,1,PR#580(MERGED),completed,Completed in #580,feature,M,237
done,Analytics/Viz,Be able to select any higher taxon group for filtering charts,1,PR#580(MERGED),completed,Completed in #580,feature,S,238
done,Analytics/Viz,"Charts & Trends (Top species, flight chart/flying patterns - high-level summaries)",1,PR#580(MERGED),completed,Completed in #580,feature,L,494
done,Analytics/Viz,Show time series of images taken,1,PR#300(MERGED),completed,Completed in #300,feature,M,557
done,Analytics/Viz,Data Visualization (charts/stats/flight charts for taxa),1,PR#580(MERGED),completed,Completed in #580,feature,L,810
done,Data-Management,Importing - Data processed externally (Detections/Predictions),3,#682(CLOSED); #672(CLOSED); PR#1046(MERGED); PR#1036(MERGED); PR#818(MERGED); PR#765(MERGED); PR#596(MERGED); PR#203(MERGED); PR#815(MERGED); #706(CLOSED),completed,"7 merged PR(s): #1046, #1036, #818; 3 closed: #682, #672",feature,M,"748, 799, 854"
done,Data-Management,Define if collections are absolutely needed or more like job settings (design question),2,PR#891(MERGED); #718(CLOSED); PR#612(MERGED); #716(CLOSED); PR#657(MERGED); PR#626(MERGED); PR#286(MERGED); PR#315(MERGED); PR#632(MERGED); #614(CLOSED),completed,"7 merged PR(s): #891, #612, #657; 2 closed: #718, #716",design,S,"24, 26"
done,Data-Management,Fix missing sessions on occurrences - can we ensure sessions are grouped before processing,2,PR#794(MERGED); #791(CLOSED); #329(CLOSED); PR#692(MERGED); PR#620(MERGED); #651(CLOSED); #443(CLOSED); PR#691(MERGED); #403(CLOSED); PR#296(MERGED),completed,"5 merged PR(s): #794, #692, #620; 5 closed: #791, #329",bug,M,"218, 446"
